,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
26,7,8,1.0,1,2,0.0,0.1,1.0,0.25,1.0,0.0,-0.4
27,0,4,0.0,1,2,0.0,0.1,0.0,-0.5,1.0,0.0,1.08
28,4,14,0.0,1,0,0.0,1.9,-2.0,1.25,0.0,0.0,0.04
29,7,27,0.0,1,2,0.0,-0.3,-1.0,-0.5,0.0,0.0,-0.4
30,0,11,1.0,1,2,1.0,0.1,1.0,0.5,0.0,0.0,1.08
31,7,11,0.0,1,2,1.0,1.0,-2.0,2.25,0.0,0.0,-0.32
32,8,8,0.0,1,0,0.0,-0.4,0.0,-1.0,1.0,0.0,1.0
33,7,11,0.0,0,2,0.0,0.2,0.0,-0.5,1.0,0.0,-0.32
34,8,14,1.0,1,0,3.0,0.7,0.0,1.75,0.0,0.0,0.68
35,8,15,0.0,1,2,1.0,0.0,1.0,1.0,0.0,0.0,0.92
36,7,32,1.0,1,0,0.0,-0.3,0.0,-0.75,1.0,0.0,-0.2
37,7,5,0.0,0,2,1.0,0.9,-2.0,-0.5,1.0,0.0,-0.56
38,7,14,0.0,1,2,2.0,-0.4,-2.0,-0.5,0.0,0.0,-0.36
39,0,14,0.0,1,0,0.0,-0.8,0.0,-1.0,0.0,0.0,1.12
40,0,18,0.0,1,2,0.0,-0.7,2.0,-0.25,1.0,0.0,1.2
41,7,24,0.0,1,0,0.0,-0.6,-1.0,-0.5,0.0,0.0,-0.32
42,4,4,0.0,1,0,0.0,0.1,2.0,0.0,1.0,0.0,0.24
43,7,24,0.0,1,2,0.0,-0.7,1.0,0.0,0.0,0.0,-0.6
44,8,11,0.0,0,0,0.0,1.9,2.0,3.25,0.0,0.0,0.8
45,7,31,0.0,1,0,0.0,-0.7,2.0,-0.75,1.0,0.0,-0.24
46,0,27,0.0,1,2,2.0,-0.6,0.0,-0.75,0.0,0.0,0.92
47,0,14,1.0,1,0,0.0,-0.2,0.0,-1.0,1.0,0.0,0.96
48,4,15,0.0,1,0,0.0,0.0,1.0,0.75,1.0,0.0,-0.04
49,7,11,0.0,1,2,0.0,0.3,2.0,-0.25,1.0,0.0,-0.44
50,8,11,1.0,0,0,0.0,2.4,-2.0,5.25,0.0,0.0,0.64
51,7,11,0.0,1,0,1.0,1.3,-2.0,0.5,0.0,0.0,-0.44
52,7,10,0.0,1,2,0.0,-0.3,-1.0,-0.5,0.0,0.0,-0.4
53,4,11,0.5,1,0,0.0,-1.2,0.0,-1.0,1.0,0.0,-0.16
54,8,28,0.0,1,2,0.0,-0.7,0.0,-1.0,1.0,0.0,1.0
55,8,31,1.0,1,2,1.0,0.7,0.0,0.25,0.0,0.0,0.84
56,8,15,0.0,1,0,1.0,-0.1,0.0,0.25,0.0,0.0,0.76
57,1,14,1.0,0,2,0.0,0.3,0.0,-0.75,1.0,0.0,0.04
58,3,11,0.0,1,0,0.0,-0.5,-1.0,-0.75,0.0,0.0,0.08
59,4,14,0.0,0,2,0.0,-0.4,2.0,-0.25,1.0,0.0,-0.16
60,7,11,1.0,1,2,0.0,0.5,1.0,-0.25,0.0,0.0,-0.44
61,8,28,0.0,1,0,0.0,-0.2,-1.0,-0.25,1.0,0.0,0.72
62,7,14,0.0,1,0,0.0,-0.4,-2.0,-0.25,0.0,0.0,-0.56
63,8,29,0.5,1,0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.84
64,4,18,0.0,1,2,0.0,0.8,1.0,0.25,1.0,0.0,0.0
65,5,11,0.0,1,0,0.0,-0.4,2.0,-0.75,1.0,0.0,0.56
66,7,20,0.0,0,0,0.0,-0.4,-1.0,0.0,0.0,0.0,-0.36
67,4,11,0.0,1,2,0.0,-0.5,0.0,-0.5,0.0,0.0,-0.04
68,0,21,0.0,1,0,1.0,-0.5,2.0,-0.25,1.0,0.0,0.96
69,5,14,0.0,0,2,0.0,-0.2,-2.0,0.25,0.0,0.0,0.16
70,8,28,1.0,1,2,0.0,0.3,0.0,-0.25,0.0,0.0,0.64
71,4,11,0.0,1,0,2.0,-0.7,0.0,-0.25,1.0,0.0,-0.12
72,8,6,0.0,1,0,0.0,-0.4,0.0,-0.75,0.0,0.0,0.96
73,0,31,0.0,1,2,0.0,-0.1,1.0,0.25,0.0,0.0,1.0
74,7,11,0.0,0,0,0.0,0.7,-2.0,1.25,0.0,0.0,-0.4
75,0,14,0.0,1,2,1.0,0.5,1.0,2.0,0.0,0.0,1.08
76,0,28,0.0,1,0,0.0,0.9,2.0,1.5,1.0,0.0,0.8
77,5,21,1.0,0,0,0.0,0.0,0.0,0.25,0.0,0.0,0.32
78,0,11,0.0,1,0,0.0,-0.2,2.0,0.0,1.0,0.0,1.28
79,4,22,1.0,0,2,0.0,0.2,0.0,-0.25,0.0,0.0,-0.08
80,2,11,1.0,0,2,0.0,2.5,2.0,0.25,1.0,0.0,-0.36
81,7,20,0.0,0,2,0.0,-0.7,-1.0,-0.25,0.0,0.0,-0.48
82,2,21,0.0,0,2,0.0,0.0,0.0,0.75,1.0,0.0,-0.44
83,8,31,0.0,1,2,0.0,-0.3,0.0,-0.5,1.0,0.0,0.8
84,8,4,1.0,0,2,0.0,1.0,0.0,1.75,0.0,0.0,0.76
85,2,8,0.0,0,2,0.0,-0.2,1.0,0.5,0.0,0.0,-0.48
86,0,21,0.0,1,2,0.0,-0.1,0.0,0.0,1.0,0.0,1.04
87,8,11,1.0,0,2,1.0,2.4,-1.0,0.5,0.0,0.0,0.92
88,4,11,0.0,0,0,0.0,2.1,1.0,4.25,0.0,0.0,-0.12
89,0,6,0.0,1,0,1.0,0.4,2.0,0.75,1.0,0.0,0.88
90,6,14,1.0,1,0,1.0,-0.6,1.0,0.0,0.0,0.0,1.04
91,4,14,1.0,1,2,0.0,1.1,0.0,1.25,0.0,0.0,-0.2
92,8,16,1.0,0,0,0.0,0.4,0.0,1.25,0.0,0.0,0.84
93,5,31,1.0,1,0,0.0,1.5,1.0,0.75,0.0,0.0,0.48
94,7,17,0.0,0,0,0.0,-0.2,0.0,0.25,1.0,0.0,-0.68
95,1,14,0.0,0,0,0.0,-0.5,2.0,0.0,1.0,0.0,0.0
96,5,4,1.0,0,0,0.0,0.1,0.0,-0.25,0.0,0.0,0.36
97,7,5,0.0,0,2,0.0,1.1,-2.0,-0.25,0.0,0.0,-0.52
98,7,3,0.0,1,2,0.0,-0.6,2.0,-0.75,0.0,0.0,-0.4
99,4,14,1.0,1,1,0.0,1.2,0.0,-0.25,1.0,0.0,-0.12
100,7,4,0.0,1,2,0.0,-0.9,1.0,-0.75,0.0,0.0,-0.48
101,0,21,0.0,1,0,0.0,0.4,2.0,-0.25,0.0,0.0,0.88
102,0,14,1.0,1,0,0.0,-0.6,0.0,-1.0,1.0,0.0,1.04
103,3,14,0.0,1,0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.04
104,7,11,1.0,0,0,0.0,-0.2,-2.0,-0.75,1.0,0.0,-0.28
105,7,31,1.0,1,2,2.0,0.5,0.0,0.0,0.0,0.0,-0.44
106,5,14,0.0,1,0,0.0,-0.1,2.0,-0.75,1.0,0.0,0.48
107,0,10,0.0,1,0,0.0,-0.4,0.0,-0.25,0.0,0.0,0.96
108,7,6,0.0,1,0,0.0,0.4,1.0,1.0,0.0,0.0,-0.4
109,4,4,0.0,1,0,1.0,0.9,0.0,1.75,0.0,0.0,0.0
110,6,14,1.0,1,2,1.0,-0.1,2.0,0.0,1.0,0.0,1.12
111,4,4,0.0,1,0,0.0,1.2,0.0,-0.5,0.0,0.0,0.0
112,0,21,0.0,1,0,0.0,-0.5,0.0,0.5,0.0,0.0,0.92
113,8,6,1.0,1,2,0.0,0.2,-2.0,1.0,0.0,0.0,0.84
114,7,28,0.0,1,0,2.0,-0.5,0.0,0.0,0.0,0.0,-0.48
115,4,32,0.0,0,0,0.0,0.4,-2.0,-0.5,1.0,0.0,-0.04
116,0,28,1.0,1,0,0.0,0.5,1.0,0.5,1.0,0.0,1.12
117,5,11,0.0,0,2,0.0,-0.2,-2.0,0.25,0.0,0.0,0.32
118,4,11,1.0,1,0,1.0,1.0,0.0,-0.75,0.0,0.0,0.36
119,4,15,0.0,1,0,0.0,-0.1,0.0,-0.75,1.0,0.0,0.08
120,5,11,0.5,1,2,0.0,-0.9,1.0,-0.75,1.0,0.0,0.36
121,4,11,1.0,1,0,0.0,1.9,2.0,0.75,0.0,0.0,-0.04
122,8,4,1.0,1,0,0.0,0.5,2.0,-0.75,0.0,0.0,1.12
123,1,12,0.0,1,0,0.0,0.2,0.0,-0.25,0.0,0.0,-0.04
124,8,24,1.0,1,0,0.0,0.6,2.0,-0.25,0.0,1.0,0.84
125,5,31,0.0,1,0,0.0,-0.2,0.0,0.0,1.0,0.0,0.2
126,4,19,0.0,1,2,0.0,0.4,0.0,0.0,0.0,0.0,-0.12
127,0,13,0.0,1,2,0.0,-0.6,0.0,-1.0,0.0,0.0,0.8
128,4,23,1.0,0,0,0.0,0.4,2.0,1.0,1.0,0.0,-0.16
129,0,7,0.0,1,0,1.0,-0.2,0.0,0.0,1.0,0.0,0.84
130,0,14,0.0,1,2,0.0,-0.5,2.0,-0.25,1.0,0.0,1.0
131,8,6,0.0,1,0,0.0,-0.7,0.0,-0.5,0.0,0.0,0.68
132,1,11,1.0,1,0,0.0,1.6,1.0,0.5,1.0,0.0,0.08
133,5,4,0.0,0,0,0.0,0.1,0.0,1.0,0.0,0.0,0.32
134,1,28,1.0,0,0,0.0,0.5,0.0,-0.75,0.0,0.0,-0.08
135,7,4,1.0,1,0,0.0,1.9,1.0,-0.25,1.0,0.0,-0.36
136,7,14,0.0,1,2,2.0,-0.2,-2.0,0.5,1.0,0.0,-0.4
137,8,11,0.0,0,0,0.0,-0.9,-2.0,-0.75,0.0,0.0,0.88
138,0,14,0.0,0,2,1.0,-0.7,2.0,-0.5,1.0,0.0,1.04
139,2,31,0.0,1,0,0.0,-0.2,-1.0,0.0,0.0,0.0,0.24
140,8,18,0.0,0,0,0.0,1.0,-2.0,-0.25,1.0,0.0,1.04
141,5,28,1.0,1,0,3.0,0.4,0.0,0.25,0.0,0.0,0.32
142,7,11,0.0,1,2,0.0,0.4,1.0,-0.25,0.0,0.0,-0.4
143,2,11,1.0,1,0,0.0,0.4,2.0,1.0,1.0,0.0,-0.28
144,4,21,0.0,1,0,0.0,-0.1,2.0,0.75,1.0,0.0,-0.08
145,7,18,0.0,0,0,0.0,-0.3,1.0,-0.75,0.0,0.0,-0.28
146,5,12,0.0,0,0,0.0,-0.3,2.0,-0.25,1.0,0.0,0.44
147,7,31,0.0,1,2,0.0,-0.6,1.0,-0.5,0.0,0.0,-0.4
148,7,11,0.0,1,0,1.0,0.3,1.0,0.75,0.0,0.0,-0.6
149,8,33,0.0,1,2,3.0,-0.3,0.0,-0.75,0.0,0.0,0.72
150,5,11,1.0,1,2,0.0,1.6,1.0,3.5,0.0,0.0,0.52
151,7,1,1.0,1,0,0.0,0.5,2.0,0.0,0.0,0.0,0.12
152,7,23,0.0,1,0,0.0,-0.4,0.0,0.25,0.0,0.0,-0.36
153,8,26,0.0,1,0,0.0,1.5,0.0,0.25,1.0,0.0,0.84
154,7,13,0.0,1,0,0.0,-0.4,0.0,-1.0,0.0,0.0,-0.28
155,0,11,1.0,1,0,0.0,2.6,1.0,2.0,0.0,0.0,0.88
156,4,31,0.0,0,0,0.0,0.3,2.0,0.0,1.0,0.0,0.08
157,1,4,0.0,1,0,0.0,-0.5,0.0,-0.5,0.0,0.0,-0.04
158,5,14,0.0,1,0,1.0,-0.6,1.0,-0.75,1.0,0.0,0.32
159,4,11,0.0,1,2,0.0,-0.8,0.0,-0.75,0.0,0.0,0.08
160,7,18,0.0,1,0,0.0,-0.3,2.0,0.25,1.0,0.0,-0.32
161,2,19,0.5,1,0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.36
162,2,6,0.0,0,2,0.0,-0.5,0.0,-1.0,0.0,0.0,-0.4
163,7,11,0.0,1,0,0.0,0.5,1.0,0.0,1.0,0.0,-0.48
164,7,14,0.0,1,2,0.0,-0.3,0.0,-1.0,1.0,0.0,-0.6
165,2,11,0.0,0,0,0.0,2.0,1.0,4.0,0.0,0.0,-0.28
166,7,32,1.0,1,0,0.0,0.2,0.0,0.75,0.0,0.0,-0.6
167,2,11,0.0,1,0,0.0,1.2,0.0,2.25,1.0,0.0,-0.28
168,7,18,0.0,1,2,0.0,0.7,-2.0,0.75,0.0,0.0,-0.36
169,4,25,0.0,1,0,0.0,0.6,0.0,0.75,0.0,0.0,-0.08
170,0,4,0.0,1,0,0.0,1.3,1.0,0.25,0.0,0.0,0.88
171,8,29,0.0,1,2,1.0,-0.4,0.0,-0.5,0.0,0.0,0.76
172,0,30,0.0,1,0,0.0,-0.5,0.0,-1.0,1.0,0.0,0.96
173,8,6,0.0,0,0,0.0,0.1,1.0,0.25,1.0,0.0,0.88
174,7,33,0.0,1,0,0.0,-1.0,0.0,-1.0,1.0,0.0,-0.52
175,7,5,0.0,1,0,0.0,0.5,2.0,-0.5,0.0,0.0,-0.36
176,2,14,1.0,1,2,0.0,-0.1,0.0,0.0,0.0,0.0,-0.32
177,4,18,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08
178,5,11,0.0,0,0,0.0,0.6,1.0,1.0,0.0,0.0,0.4
179,5,28,1.0,1,0,3.0,0.3,0.0,0.25,0.0,0.0,0.44
180,4,14,0.0,1,2,1.0,0.0,1.0,-0.25,0.0,0.0,-0.04
181,7,11,0.0,0,0,0.0,-0.4,1.0,0.25,1.0,0.0,-0.6
182,6,31,0.0,0,0,0.0,-0.1,0.0,0.0,0.0,0.0,1.0
183,7,20,0.0,0,2,0.0,-0.7,0.0,-0.75,1.0,0.0,-0.56
184,0,25,0.0,1,2,0.0,0.5,0.0,-0.5,0.0,0.0,0.88
185,5,14,1.0,1,2,0.0,0.9,-1.0,2.5,0.0,0.0,0.4
186,4,25,0.0,0,2,0.0,-0.3,2.0,0.25,0.0,0.0,0.0
187,0,14,0.0,1,2,1.0,-0.5,0.0,-1.0,0.0,0.0,0.92
188,7,5,0.0,1,0,0.0,0.3,1.0,0.25,0.0,0.0,-0.52
189,5,11,0.0,0,0,0.0,2.3,2.0,0.25,0.0,0.0,0.96
190,7,5,0.0,0,0,0.0,-0.3,0.0,0.0,0.0,0.0,-0.36
191,7,6,0.0,1,0,1.0,-0.8,0.0,-1.0,0.0,0.0,-0.4
192,2,31,0.0,0,0,0.0,-0.4,2.0,0.25,1.0,0.0,-0.44
193,7,31,0.0,1,0,0.0,0.3,-1.0,0.5,0.0,0.0,-0.52
194,8,5,0.0,0,0,0.0,0.6,0.0,-0.25,0.0,0.0,0.8
195,0,18,0.0,1,2,0.0,-0.3,2.0,-0.25,1.0,0.0,0.96
196,6,11,0.0,1,0,1.0,0.9,0.0,1.0,0.0,0.0,0.96
197,7,18,0.0,1,2,1.0,0.4,1.0,1.0,0.0,0.0,-0.44
198,5,14,0.0,1,2,0.0,-0.2,-1.0,-0.75,1.0,0.0,0.24
199,7,20,1.0,1,2,0.0,-0.1,1.0,0.25,1.0,0.0,-0.48
200,4,6,1.0,1,0,0.0,0.7,2.0,1.5,1.0,0.0,-0.04
201,1,11,0.0,1,2,1.0,0.6,2.0,1.25,1.0,0.0,-0.08
202,7,18,0.0,1,0,0.0,0.7,1.0,1.25,1.0,0.0,-0.52
203,2,14,0.0,1,2,0.0,-1.0,-2.0,-0.75,0.0,0.0,-0.6
204,4,11,0.0,1,2,1.0,-0.5,0.0,-1.0,0.0,0.0,0.0
205,7,31,0.0,1,0,0.0,0.4,-1.0,-0.25,0.0,0.0,-0.36
206,1,11,0.5,1,2,0.0,-1.0,0.0,-1.0,1.0,0.0,-0.08
207,4,11,0.0,1,2,0.0,0.4,0.0,1.0,0.0,0.0,0.04
208,3,14,0.0,1,1,0.0,-0.4,2.0,-0.5,1.0,0.0,-0.24
209,4,25,0.0,0,0,0.0,0.5,1.0,1.25,0.0,0.0,-0.2
210,4,14,0.0,1,0,1.0,0.6,1.0,1.25,0.0,0.0,-0.12
211,7,14,1.0,1,0,1.0,0.5,2.0,0.5,1.0,0.0,-0.48
212,5,4,0.0,1,2,0.0,0.1,0.0,-0.25,0.0,0.0,0.36
213,5,6,0.0,0,0,0.0,1.5,2.0,4.0,0.0,0.0,0.36
214,6,18,1.0,1,0,0.0,-0.4,2.0,-0.25,0.0,0.0,0.88
215,8,4,1.0,0,0,0.0,0.4,1.0,0.5,1.0,0.0,0.84
216,7,14,0.0,1,0,1.0,-1.0,0.0,-1.0,1.0,0.0,-0.28
217,4,11,0.0,0,0,0.0,1.4,2.0,-0.75,1.0,0.0,0.12
218,7,5,0.0,1,2,0.0,-0.2,-2.0,-0.5,0.0,0.0,-0.4
219,0,7,0.0,1,0,0.0,-0.5,0.0,-0.25,0.0,0.0,0.92
220,1,20,1.0,0,0,1.0,-0.1,1.0,0.25,1.0,0.0,-0.12
221,5,19,0.0,0,0,0.0,0.0,-1.0,-0.25,1.0,0.0,0.44
222,3,30,0.0,1,2,1.0,-0.5,0.0,-1.0,1.0,0.0,-0.08
223,3,11,0.0,1,0,0.0,-0.1,0.0,-1.0,1.0,0.0,0.08
224,4,30,0.0,1,2,0.0,0.1,0.0,1.25,0.0,0.0,0.28
225,7,31,0.0,1,2,0.0,0.5,2.0,-0.5,1.0,0.0,-0.32
226,8,26,0.0,1,0,0.0,-0.5,1.0,0.0,0.0,0.0,0.76
227,0,16,1.0,1,0,0.0,0.1,0.0,-0.5,0.0,0.0,1.08
228,5,11,0.0,1,0,0.0,1.1,-1.0,2.75,0.0,0.0,0.4
229,5,12,0.0,1,2,0.0,-0.5,0.0,-0.25,0.0,0.0,0.36
230,4,19,0.0,0,0,0.0,-0.2,-2.0,0.0,1.0,0.0,0.04
231,0,21,0.0,1,0,0.0,0.1,-1.0,0.0,0.0,0.0,0.96
232,5,11,0.5,1,0,0.0,-1.1,0.0,-0.75,1.0,0.0,0.44
233,5,11,0.0,1,0,0.0,-1.3,0.0,-1.0,0.0,0.0,0.64
234,5,2,0.0,0,0,0.0,-0.1,0.0,0.5,1.0,0.0,0.24
235,8,11,1.0,0,0,0.0,1.0,0.0,0.25,1.0,0.0,0.8
236,0,11,1.0,0,0,0.0,0.9,2.0,2.0,1.0,0.0,1.0
237,2,31,0.0,1,0,0.0,0.8,0.0,0.75,1.0,0.0,-0.24
238,8,2,0.0,0,0,0.0,-0.6,0.0,-0.75,0.0,0.0,0.96
239,1,11,0.0,1,2,0.0,0.8,1.0,1.0,0.0,0.0,-0.16
240,8,15,0.0,1,0,0.0,-0.7,2.0,-0.75,1.0,0.0,0.64
241,0,27,0.0,1,0,0.0,0.2,2.0,1.25,1.0,0.0,1.0
242,7,20,0.0,0,2,0.0,-0.5,-2.0,-0.5,0.0,0.0,-0.08
243,2,11,0.0,0,2,0.0,1.7,-2.0,1.0,0.0,0.0,-0.56
244,7,14,1.0,1,0,0.0,-0.4,0.0,-1.0,1.0,1.0,-0.56
245,7,31,1.0,1,0,1.0,0.4,-2.0,1.25,0.0,0.0,-0.44
246,4,28,0.0,1,0,1.0,0.2,0.0,0.75,1.0,0.0,0.16
247,7,20,1.0,0,0,0.0,-0.4,1.0,-0.25,0.0,0.0,-0.36
248,7,30,0.0,0,2,0.0,0.3,2.0,0.75,0.0,0.0,-0.52
249,8,29,0.5,1,0,0.0,-1.1,0.0,-1.0,1.0,0.0,0.76
250,1,11,0.0,1,0,0.0,0.3,0.0,-0.5,0.0,0.0,-0.2
251,4,14,0.0,0,0,1.0,0.4,1.0,-0.75,0.0,0.0,0.44
252,0,21,0.0,1,0,0.0,-0.3,0.0,-0.25,0.0,0.0,0.92
253,1,11,0.0,1,2,1.0,-0.7,-1.0,-0.75,0.0,0.0,-0.24
254,5,4,0.0,0,2,1.0,-0.5,2.0,-0.5,1.0,0.0,0.32
255,4,6,0.0,1,0,0.0,1.6,1.0,1.0,0.0,0.0,0.04
256,0,14,0.0,1,0,0.0,-0.4,2.0,-0.75,1.0,0.0,0.96
257,5,13,1.0,1,0,0.0,0.2,2.0,0.5,1.0,0.0,0.4
258,8,16,0.0,1,0,0.0,-0.1,-1.0,0.25,0.0,0.0,1.2
259,7,20,1.0,0,2,0.0,0.9,0.0,-0.25,0.0,0.0,-0.24
260,8,28,1.0,1,0,0.0,0.4,1.0,0.0,0.0,0.0,0.64
261,7,21,0.0,1,0,0.0,-0.5,2.0,-0.75,0.0,0.0,-0.6
262,5,6,0.0,1,0,0.0,0.5,1.0,-0.75,1.0,1.0,1.48
263,0,11,0.0,1,2,1.0,0.6,1.0,0.0,1.0,0.0,1.04
264,0,19,0.0,1,0,0.0,-0.5,2.0,-0.75,1.0,0.0,1.08
265,4,5,0.0,1,0,1.0,0.1,0.0,1.25,0.0,0.0,0.0
266,4,14,0.0,0,0,0.0,0.4,0.0,-0.5,0.0,0.0,0.12
267,7,11,1.0,0,2,1.0,0.5,-2.0,0.25,0.0,0.0,-0.36
268,1,11,0.0,0,2,0.0,-0.9,2.0,-0.75,1.0,0.0,-0.12
269,7,2,1.0,1,0,0.0,0.3,0.0,0.5,0.0,0.0,-0.32
270,5,11,0.0,1,0,0.0,0.8,-1.0,2.5,0.0,0.0,0.4
271,4,14,0.0,1,0,1.0,-0.4,0.0,-1.0,0.0,0.0,0.0
272,8,11,1.0,0,2,1.0,2.6,-2.0,2.5,0.0,0.0,0.64
273,7,3,0.0,0,2,0.0,-0.4,0.0,-1.0,0.0,0.0,-0.48
274,4,14,0.0,0,0,0.0,-0.4,2.0,-0.5,0.0,0.0,-0.12
275,7,4,0.0,0,2,2.0,-0.2,-2.0,0.0,0.0,0.0,-0.36
276,7,20,0.0,1,2,0.0,-0.2,2.0,0.5,0.0,0.0,-0.36
277,7,17,0.0,0,2,0.0,-0.2,1.0,-0.5,0.0,0.0,-0.4
278,7,18,0.0,1,0,0.0,-0.1,0.0,-0.25,1.0,0.0,-0.52
279,5,18,0.0,0,0,0.0,1.6,1.0,0.75,0.0,0.0,0.32
280,4,11,1.0,1,0,0.0,0.9,2.0,1.5,0.0,0.0,-0.04
281,7,2,0.0,1,0,0.0,-0.1,2.0,0.5,1.0,0.0,-0.44
282,0,2,0.0,1,0,0.0,-0.3,0.0,-0.25,0.0,0.0,0.8
283,0,28,0.0,1,0,0.0,-0.1,2.0,0.75,0.0,0.0,1.04
284,5,0,0.0,0,2,1.0,-0.4,-2.0,-0.75,0.0,0.0,0.56
285,7,11,0.0,1,2,1.0,-0.2,-2.0,0.25,0.0,0.0,-0.4
286,7,12,0.0,1,0,1.0,-0.6,0.0,-1.0,1.0,1.0,-0.48
287,4,27,0.0,1,0,0.0,-0.3,0.0,-0.75,1.0,0.0,-0.08
288,4,11,0.0,0,2,0.0,1.5,1.0,0.75,1.0,0.0,0.0
289,7,11,0.0,1,2,0.0,0.6,2.0,1.75,0.0,0.0,-0.4
290,0,15,1.0,1,2,0.0,0.2,-1.0,0.5,1.0,0.0,1.08
291,8,11,0.0,0,0,0.0,1.4,1.0,0.5,0.0,0.0,0.72
292,7,24,1.0,1,0,0.0,1.3,2.0,-0.5,1.0,0.0,-0.36
293,5,24,1.0,0,0,0.0,0.4,0.0,-0.75,1.0,1.0,1.48
294,4,10,0.0,1,0,0.0,-0.7,2.0,0.25,1.0,0.0,0.0
295,8,30,0.0,0,2,0.0,-0.2,2.0,-0.25,1.0,0.0,1.08
296,4,19,0.0,1,0,0.0,-0.7,0.0,-1.0,1.0,0.0,-0.16
297,5,12,0.0,0,0,0.0,-0.5,-1.0,-0.25,0.0,0.0,0.36
298,4,28,1.0,0,2,1.0,0.3,-2.0,0.25,1.0,1.0,0.2
299,8,16,1.0,0,0,0.0,0.2,-2.0,0.5,0.0,0.0,0.8
300,0,4,0.0,1,2,0.0,0.1,1.0,1.0,0.0,0.0,0.96
301,0,11,1.0,1,2,1.0,2.5,2.0,0.25,1.0,0.0,0.84
302,7,14,1.0,1,2,0.0,-0.4,-1.0,0.0,1.0,0.0,-0.4
303,4,4,0.0,1,0,0.0,0.3,-1.0,1.0,0.0,0.0,-0.04
304,6,11,0.0,1,2,0.0,-0.3,-2.0,-0.25,0.0,0.0,0.96
305,2,11,1.0,0,0,0.0,0.7,0.0,1.25,0.0,0.0,-0.44
306,5,6,0.0,1,0,0.0,0.5,0.0,-0.25,1.0,0.0,0.44
307,7,2,0.0,1,0,0.0,0.3,-1.0,0.0,0.0,0.0,-0.32
308,7,11,0.0,1,0,0.0,0.8,1.0,1.0,0.0,0.0,-0.44
309,5,14,1.0,1,0,0.0,0.0,2.0,0.0,1.0,0.0,0.24
310,8,24,0.0,1,2,0.0,-0.4,-2.0,-0.25,0.0,0.0,0.76
311,4,14,1.0,0,0,0.0,0.0,1.0,0.75,1.0,0.0,0.84
312,7,31,1.0,0,0,0.0,0.8,-2.0,-0.75,0.0,0.0,-0.52
313,5,11,1.0,1,0,1.0,0.8,0.0,1.25,0.0,0.0,0.28
314,4,4,1.0,1,0,0.0,0.8,0.0,-0.25,0.0,0.0,0.0
315,8,31,0.0,0,0,0.0,-0.5,1.0,0.0,1.0,0.0,0.64
316,7,31,1.0,0,2,0.0,-0.1,2.0,0.5,1.0,0.0,-0.28
317,8,32,0.0,1,0,0.0,-0.8,0.0,-0.5,0.0,0.0,0.68
